Archivo,WER,Inserciones,Sustituciones,Eliminaciones,Transcripción Oficial,Transcripción Whisper
7510_9951_000055.txt,0.32142857142857145,2,7,0,bienaventurado el hombre á quien no imputa jehová la iniquidad y en cuyo espíritu no hay superchería mientras callé envejeciéronse mis huesos en mi gemir todo el día,"Bien aventurado el hombre a quien no imputa Jehová la iniquidad y en cuyo espíritu no hay su prechería. Mientras callé, envejeciéronse mis huesos en mi gemir todo el día."
7510_9951_000069.txt,0.3783783783783784,1,13,0,no digan en su corazón ea alma nuestra no digan hémoslo devorado avergüencense y sean confundidos á una los que de mi mal se alegran vístanse de vergüenza y de confusión los que se engrandecen contra mí,"No digan en su corazón, ¡Ea alma nuestra! No digan, ¡Hemos lo devorado! Avergüéncense y sean confundidos a una los que de mi mal se alegran. Vístanse de vergüenza y de confusión los que se engrandecen contra mí."
7510_9951_000075.txt,0.2222222222222222,0,8,0,quién es el hombre que desea vida que codicia días para ver bien guarda tu lengua de mal y tus labios de hablar engaño apártate del mal y haz el bien busca la paz y síguela,"¿Quién es el hombre que desea vida, que codicia días para ver bien? Guarda tu lengua de mal y tus labios de hablar engaño. Apártate del mal y haz el bien, busca la paz y síguela."
7510_9951_000087.txt,0.1891891891891892,0,7,0,pero los mansos heredarán la tierra y se recrearán con abundancia de paz maquina el impío contra el justo y cruje sobre él sus dientes el señor se reirá de él porque ve que viene su día,Pero los mansos heredarán la tierra y se recrearán con abundancia de paz. Maquina el impío contra el justo y cruje sobre él sus dientes. El Señor se reirá de él porque ve que viene su día.
7510_9951_000091.txt,0.25,0,7,0,matará al malo la maldad y los que aborrecen al justo serán asolados jehová redime el alma de sus siervos y no serán asolados cuantos en él confían,"Matará al malo la maldad, y los que aburecen al justo serán asolados. Jehová redime el alma de sus siervos, y no serán asolados cuantos en él confían."
7678_7613_000003.txt,0.16,0,4,0,kassim esperó un momento y cuando el solitario quedó por fin perfectamente inmóvil pudo entonces retirarse cerrando tras de sí la puerta sin hacer ruido,"Casín esperó un momento y cuando el solitario quedó por fin perfectamente inmóvil, pudo entonces retirarse, cerrando tras de sí la puerta sin hacer ruido."
7678_7613_000029.txt,0.23076923076923078,0,6,0,no crea en esas sacudidas me dijo zapiola con aire tranquilo y serio casi nunca se sabe al principio lo que pasará o se hará después,"No crea en esas sacudidas, me dijo Zapiola con aire tranquilo y serio. Casi nunca se sabe al principio lo que pasará o se hará después."
7678_7613_000068.txt,0.4074074074074074,0,11,0,y ahora libres sí solos los dos pero con un cadáver entre nosotros después de quince días fui a su casa hablamos vagamente evitando la menor alusión,"Y ahora, libres. Sí, solos los dos, pero con un cadáver entre nosotros. Después de quince días fui a su casa. Hablamos vagamente, evitando la menor alusión."
7678_7613_000091.txt,0.15789473684210525,0,5,1,yo tengo en mi matrimonio una novela infinitamente más complicada que la suya lo cual no obsta para que yo sea hoy el marido más feliz de la tierra oígala porque a usted podrá serle de gran provecho,"Yo tengo en mi matrimonio una novela infinitamente más complicada que la suya, lo cual no obsta para que yo sea hoy el marido más feliz de la tierra. Óigala, porque usted podrá serle de gran provecho."
8306_7405_000004.txt,0.20588235294117646,0,7,0,no puede ser tú dices que no vivirás muchos años continuó el adolescente y que yo no podré salir nunca de aquí porque estamos en un oasis en medio de un desierto de agua,"No puede ser. Tú dices que no vivirás muchos años, continuó el adolescente, y que yo no podré salir nunca de aquí, porque estamos en un oasis en medio de un desierto de agua."
8306_7405_000034.txt,0.18,1,7,1,di un mudo adiós a mis padres a mis hermanos a mis amigos pensé en mis ilusiones desvanecidas en mis irrealizables esperanzas y ambiciones que me habían separado de los seres que amé y me amaron en la tierra y cerré los ojos pensando que no volvería a abrirlos jamás,"Di un mudo adiós a mis padres, a mis hermanos, a mis amigos. Pensé mis ilusiones desvanecidas en mis irrealizables esperanzas y ambiciones que me habían separado de los seres que amé y que me amaron en la tierra y cerró los ojos pensando que no volvería a abrirlos jamás."
8306_7405_000042.txt,0.17142857142857143,0,6,0,salvada mi existencia gracias a la intercesión del mancebo fui curado por su padre pero no me dieron un asilo en su morada esta estaba en las rocas formada por grutas naturales en las que,"Salvada mi existencia gracias a la intercesión del mancebo, fui curado por su padre, pero no me dieron un asilo en su morada. Esta estaba en las rocas formadas por grutas naturales en las que"
8306_7405_000087.txt,0.3125,0,10,0,por qué repitió mirándome con ternura porque yo te adoro y tienes celos aquellas palabras fueron una revelación para mí no eran las frases que podía emplear un amigo para otro amigo,¿Por qué? Repitió mirándome con ternura. Porque yo te adoro y tienes celos. Aquellas palabras fueron una revelación para mí. No eran las frases que podía emplear un amigo para otro amigo.
8306_7405_000089.txt,0.1891891891891892,0,7,0,este manuscrito lo dedico a mis padres voy a encerrarlo en una botella única que tenemos a falta de lacre la cubriré con una resina que he visto lo puede sustituir y luego la arrojaré al mar,Este manuscrito lo dedico a mis padres. Voy a encerrarlo en una botella única que tenemos. A falta de lacre la cubriré con una resina que he visto lo puedo sustituir y luego la arrojaré al mar.
8306_7405_000101.txt,0.19607843137254902,0,10,0,como era hombre entendido encontró el medio de vivir en aquel país inculto no careciendo de nada enseñó a leer y a escribir a su hijo y la caja encontrada por mí contenía un papel y una tinta hechos por él no le hablé de aquel hallazgo porque me convenía conservarlo,"Como era hombre entendido, encontró el medio de vivir en aquel país inculto, no careciendo de nada. Enseñó a leer y a escribir a su hijo, y la caja encontrada por mí contenía un papel y una tinta hechos por él. No le hablé de aquel hallazgo, porque me convenía conservarlo."
8306_7405_000117.txt,0.19148936170212766,0,9,0,había pues en la isla dos seres humanos pensé en el paraíso en aquel edén perdido por nuestros primeros padres que debió ser algo semejante a este lugar y para que la ilusión fuese completa una serpiente enroscada a un árbol me miró con sus brillantes ojos,"Había pues en la isla dos seres humanos. Pensé en el paraíso, en aquel Edén perdido por nuestros primeros padres, que debió ser algo semejante a este lugar, y para que la ilusión fuese completa, una serpiente enroscada a un árbol me miró con sus brillantes ojos."
8306_7405_000123.txt,0.358974358974359,5,9,0,mariposas casado bernardo qué le importaba a ella el mundo ya había sido el compañero de su infancia el que había enjugado sus primeras lágrimas producido su sonrisa primera y recogido el primer suspiro que exhaló su pecho virginal,"Grabado por Gribon Jorn Sor María ¡Casado Bernardo! ¿Qué le importaba a ella el mundo ya? Había sido el compañero de su infancia, el que había enjugado sus primeras lágrimas, producido su sonrisa primera y recogido el primer suspiro que exhaló su pecho virginal."
8585_7405_000036.txt,0.16666666666666666,0,5,0,y después de mirarla con los ojos llenos de lágrimas observó que estaba engalanada cosa que le extrañó muchísimo pues no era la fiesta del patrón ni estaba siquiera cerca,"Y después de mirarla con los ojos llenos de lágrimas, observó que estaba engalanada, cosa que le extrañó muchísimo, pues no era la fiesta del patrón ni estaba siquiera cerca."
8585_9503_000017.txt,0.24444444444444444,0,11,0,tres observaciones que hice sin embargo me inspiraron ánimo el mar estaba tranquilo la marea subía y llegaba a tierra el viento aunque débil no dejaba del ser favorable habiendo entonces encontrado dos o tres palos de virar medio rotos que pertenecían a la chalupa,"Tres observaciones que hice sin embargo me inspiraron ánimo. El mar estaba tranquilo, la marea subía y llegaba a tierra, el viento, aunque débil, no dejaba de ser favorable. Habiendo entonces encontrado dos o tres palos de virar medio rotos que pertenecían a la chalupa,"
8585_9503_000018.txt,0.1951219512195122,0,8,0,los coloqué en la balsa junto con las armas estaba contentísimo con mi cargamento pero necesitaba buscar un medio seguro para conducirlo a tierra porque ni tenía vela ni remos ni timón y el menor soplo de viento podía sumergirlo todo,"Los coloqué en la balsa junto con las armas. Estaba contentísimo con mi cargamento, pero necesitaba buscar un medio seguro para conducirlo a tierra, porque ni tenía vela, ni remos, ni timón y el menor soplo de viento podía sumergirlo todo."
8585_9503_000029.txt,0.1875,0,6,0,no me faltaba mas que una lancha para cargar los objetos que creí me serian necesarios en esta posición era preciso no perder un tiempo precioso en desear cosas imposibles de alcanzar,No me faltaba más que una lancha para cargar los objetos que creí me serían necesarios. En esta posición era preciso no perder un tiempo precioso en desear cosas imposibles de alcanzar.
8585_9503_000042.txt,0.14814814814814814,0,4,0,también calculé que podría sacar del buque muchas cosas que me pudiesen ser muy útiles especialmente cuerdas velas y otros objetos susceptibles de ser transportados a tierra,"También calculé que podría sacar del buque muchas cosas que me pudiesen ser muy útiles, especialmente cuerdas, velas y otros objetos susceptibles de ser transportados a tierra."
8585_9503_000078.txt,0.21739130434782608,0,5,0,algunos momentos después el agua que continuaba elevándose la desencalló y al mismo tiempo ayudado de mis remos la dirigí hacia el canal,"Algunos momentos después el agua que continuaba elevándose la desencayó y al mismo tiempo, ayudado de mis remos, la dirigí hacia el canal."
8585_9503_000082.txt,0.16129032258064516,0,5,0,así como mis medias todo lo cual no me había quitado cuando me eché a nado para llegar a donde estaba el buque este accidente me obligó a proveerme de vestidos,"Así como mis medias, todo lo cual no me había quitado cuando me eché a nado para llegar a donde estaba el buque. Este accidente me obligó a proveerme de vestidos."
8585_9503_000083.txt,0.22857142857142856,0,7,1,por lo que toca a mi subsistencia no sabía aun como proveería a ella solamente había visto dos o tres animales parecidos a las liebres huir fuera del bosque en donde había matado el pájaro,"Por lo que toca a mi subsistencia, no sabía aún cómo proveería ella. Solamente había visto dos o tres animales parecidos a las liebres huir fuera del bosque en donde había matado el pájaro."
8585_9503_000088.txt,0.125,0,4,0,había también en el buque cierta cantidad de cebada y de trigo candeal todo mezclado pero a mi parecer aquel grano estaba echado a perder o había sido comido por las ratas,Había también en el buque cierta cantidad de cebada y de trigo candeal todo mezclado. Pero a mi parecer aquel grano estaba echado a perder o había sido comido por las ratas.
8585_9503_000101.txt,0.2222222222222222,0,9,1,habiendo bogado un poco mas me encontré en la embocadura de un pequeño río a la cual me arrastró rápidamente el flujo mientras buscaba ya en una ya en otra orilla un sitio a propósito para desembarcar porque temía ser arrojado demasiado dentro del río,"Habiendo bogado un poco más, me encontré la embocadura de un pequeño río, a la cual me arrastró rápidamente el flujo. Mientras buscaba ya en una, ya en otra orilla, un sitio a propósito para desembarcar, porque temía ser arrojado demasiado dentro del río,"
97_567_000015.txt,0.2571428571428571,1,8,0,y determinaron salirse al corral que tenía por límite el cielo y allí puesto sancho en mitad de la manta comenzaron a levantarlo en alto y a holgarse con él como con perro por carnestolendas,"Y determinaron salirse al corral que tenía por límite el cielo. Y allí, puestos ancho en mitad de la manta, comenzaron a levantarlo en alto y a holgarse con él como con perro por carnes tolendas."
97_567_000045.txt,0.3333333333333333,1,12,2,ni para mí tampoco respondió sancho porque más de cuatrocientos moros me han aporreado a mí de manera que el molimiento de las estacas fue tortas y pan pintado pero dígame señor cómo llama a ésta buena y rara aventura habiendo quedado della cual quedamos,"Ni para mí tampoco, respondió Sancho, porque más de cuatrocientos moros me han aporreado de manera que el molimiento de las estacas fue tortas y pan pintado. Pero dígame, señor, ¿cómo llama a esta buena y rara aventura, habiendo quedado de ella cual quedamos?"
97_567_000084.txt,0.325,0,13,0,qué es caballero aventurero replicó la moza tan nueva sois en el mundo que no lo sabéis vos respondió sancho panza pues sabed hermana mía que caballero aventurero es una cosa que en dos palabras se ve apaleado y emperador,"¿Qué es caballero aventurero? replicó la moza. Tan nueva sois en el mundo que no lo sabéis vos, respondió Sancho Panza. Pues sabed, hermana mía, que caballero aventurero es una cosa que en dos palabras se vea paleado y emperador."
97_567_000144.txt,0.14634146341463414,0,6,0,el ventero le proveyó de cuanto quiso y sancho se lo llevó a don quijote que estaba con las manos en la cabeza quejándose del dolor del candilazo que no le había hecho más mal que levantarle dos chichones algo crecidos,"El ventero le proveyó de cuanto quiso y Sancho se lo llevó a Don Quijote, que estaba con las manos en la cabeza quejándose del dolor del candilazo, que no le había hecho más mal que levantarle dos chichones algo crecidos."
97_567_000145.txt,0.09803921568627451,0,5,0,sin que hasta ahora haya leído cosa en contrario que jamás pagaron posada ni otra cosa en venta donde estuviesen porque se les debe de fuero y de derecho cualquier buen acogimiento que se les hiciere en pago del insufrible trabajo que padecen buscando las aventuras de noche y de día,"Sin que hasta ahora haya leído cosa en contrario, que jamás pagaron posada ni otra cosa en venta donde estuviesen, porque se les debe de fuero y de derecho cualquier buen acogimiento que se les hiciere, en pago del insufrible trabajo que padecen buscando las aventuras de noche y de día."
